Mean,StdDev,Variance,contrast,homogeneity,energy,correlation,dissimilarity,ASM,entropy,filename,category
269.9879150390625,160.8418341667176,25870.095618113883,6366.9572418667885,0.07722783228111556,0.042278143697921,0.41900743444754146,56.29051811697036,0.0018066020247110635,10.104455109531461,15-scale_1_im_1_grey.png,aluminium_foil
165.6331787109375,144.78912181227304,20963.88979516924,4723.889197924687,0.06064592814602677,0.015799439951285642,0.5207670393709724,46.12086246535822,0.000250290547296135,10.156293882370006,15-scale_1_im_2_grey.png,aluminium_foil
186.9395751953125,148.44612581422643,22036.252269253142,5100.928830270684,0.08476812650332548,0.03780953686519606,0.5110814634528491,46.78846312830843,0.001472835868823534,9.920210891978218,15-scale_1_im_3_grey.png,aluminium_foil
88.8294677734375,104.35188171794562,10889.315218076114,3421.8148463090038,0.0712782385996102,0.017854747755089856,0.4731452146895531,36.89153439153584,0.00031956626044130033,9.397751023975374,15-scale_1_im_4_grey.png,aluminium_foil
102.111572265625,100.35125931916373,10070.375246942045,3318.9005052832513,0.06531136701539379,0.017103830501239637,0.44802992478426645,37.11787544879204,0.000292824913109101,9.520924617012732,15-scale_1_im_5_grey.png,aluminium_foil
112.35498046875,96.12274125475068,9239.581386327747,3904.9244004315938,0.045893942014180095,0.013806749172679886,0.3671489986744335,42.68367740614918,0.00019066362006767273,9.782526408889197,15-scale_1_im_6_grey.png,aluminium_foil
221.342529296875,145.97434661935094,21308.509870946415,5605.184409643626,0.061156802766449456,0.02713260066134505,0.3979912501532363,52.731729497356156,0.0007409750397605144,10.244303685400967,15-scale_1_im_7_grey.png,aluminium_foil
208.2451171875,153.07263765295596,23431.23239803315,6100.381812563152,0.05701157606541252,0.022946260762998903,0.41570379662186885,56.2650581065778,0.0005298871976131237,10.296162907833606,15-scale_1_im_8_grey.png,aluminium_foil
160.8846435546875,137.04047034978868,18780.090513691313,4357.51612004771,0.07539487685443025,0.019045627559372766,0.49984515338105406,42.78890404541624,0.0003653236318277406,9.962351660741353,15-scale_1_im_9_grey.png,aluminium_foil
236.9068603515625,155.41773559791946,24154.672538384802,6747.4285153299215,0.04706180527195201,0.01966825093502119,0.33530236790600576,61.01230926398515,0.00039178726715537963,10.378511713748441,15-scale_2_im_1_grey.png,aluminium_foil
166.6806640625,138.52005492827553,19187.805617332466,5637.421501992179,0.041542942503369554,0.013391889000584677,0.382968717653513,53.82066188744224,0.00017947530153455786,10.280560896367113,15-scale_2_im_2_grey.png,aluminium_foil
184.5970458984375,133.10657899092675,17717.361370667822,5756.529503062998,0.04425007395945199,0.015121947548869879,0.3379366792195555,53.75220163297005,0.00023148460938116929,10.22400530441057,15-scale_2_im_3_grey.png,aluminium_foil
155.6492919921875,122.34928692965089,14969.348012194043,4807.328015755063,0.03613330591620416,0.013120537692494908,0.3484201037936004,49.16758097915284,0.00017216800017700394,10.127197103718988,15-scale_2_im_4_grey.png,aluminium_foil
139.324462890625,104.53900357643785,10928.403268754486,4105.981862363124,0.036821635725530315,0.01323630109276381,0.3673070650129422,45.5288279084799,0.00017522120105432825,9.969293623228463,15-scale_2_im_5_grey.png,aluminium_foil
147.0321044921875,110.33961083316048,12174.829718813304,4591.748787478107,0.037822027474650945,0.013097365147666863,0.34919664764821956,48.12018534265738,0.00017157951876661784,10.09665398475724,15-scale_2_im_6_grey.png,aluminium_foil
194.3287353515625,137.02379728508515,18775.52102242411,6134.928597017715,0.03160129233344181,0.013074682573615765,0.291284366078991,58.22257653061457,0.0001710030309316773,10.38133851904574,15-scale_2_im_7_grey.png,aluminium_foil
211.6903076171875,156.95716023092714,24635.55014775694,6655.947105694322,0.04955514862664567,0.020925415921886816,0.3622993773586958,60.55190027400053,0.0004404199679731309,10.281608189431692,15-scale_2_im_8_grey.png,aluminium_foil
164.4930419921875,131.33465699075435,17248.792126879103,5156.536066625893,0.04696313906430762,0.01425159657236777,0.3733661111268894,49.96458884479918,0.0002032805592190263,10.124964943830312,15-scale_2_im_9_grey.png,aluminium_foil
240.4906005859375,145.06881902379854,21044.962252959616,7876.2955050078035,0.036815219580937836,0.016725558898236154,0.19549423915706857,67.74920083774495,0.0002812760879619285,10.453123337775146,15-scale_3_im_1_grey.png,aluminium_foil
174.65234375,135.23576593152038,18288.71238708497,6543.546589585115,0.036745478140386124,0.013480914836010462,0.2923307841708836,60.30885456034501,0.00018183470962134505,10.36121939373779,15-scale_3_im_2_grey.png,aluminium_foil
169.477294921875,125.2129269379566,15678.277072370056,5432.339123323112,0.035820063689124534,0.013134383273748655,0.2937008104513618,52.749254968193064,0.0001727483702805956,10.157306154359137,15-scale_3_im_3_grey.png,aluminium_foil
141.47802734375,122.62601789291168,15037.140264272695,4904.742216041683,0.03647078645819936,0.013398173351449,0.34063774599470015,49.98190173060169,0.00017953570142069532,10.037670274780833,15-scale_3_im_4_grey.png,aluminium_foil
155.401123046875,110.63950067704977,12241.099110066894,4596.014669351679,0.03091245843337212,0.012784424557195315,0.3016143156760647,49.451110363128706,0.0001634522063305725,10.104709405393107,15-scale_3_im_5_grey.png,aluminium_foil
166.578369140625,108.4946865412858,11771.097007691864,5511.383912824575,0.02843629218509597,0.012572219606347466,0.2288335136808057,54.50960963089169,0.00015806370850197007,10.200415149030283,15-scale_3_im_6_grey.png,aluminium_foil
195.9241943359375,129.2486689897819,16705.21843563021,6437.691979048783,0.034690010331217214,0.014538197154626285,0.2394579395130899,59.99476509353971,0.00021169722465379261,10.362610358484575,15-scale_3_im_7_grey.png,aluminium_foil
196.671875,140.05700525742972,19615.964721679695,7474.156284446875,0.0266197375571662,0.012769742751281229,0.21687330895281487,66.49189322720085,0.00016314323663909952,10.449091496619289,15-scale_3_im_8_grey.png,aluminium_foil
151.11865234375,112.76538342057155,12716.031697988514,5377.572311390028,0.040094576723275335,0.013622732949705675,0.324500743702909,51.899353780866434,0.00018560611857450685,10.113528516455212,15-scale_3_im_9_grey.png,aluminium_foil
242.6490478515625,140.10656497778635,19629.84954987467,8006.135926477307,0.025766225569552114,0.013407348373799994,0.16816176143451841,69.48249716553539,0.00018067220844500512,10.509765734973893,15-scale_4_im_1_grey.png,aluminium_foil
178.82177734375,134.7919366501704,18168.866185903556,6892.385875299422,0.031022765246575535,0.012772297270480364,0.28314966866883223,62.723543005167414,0.00016315793462922388,10.36620991708073,15-scale_4_im_2_grey.png,aluminium_foil
164.7960205078125,121.85147892533989,14847.782916292552,5044.867458152395,0.031242034919838298,0.012974169835018753,0.31191946344539406,52.21773333176068,0.00016842008824798958,10.192199593049233,15-scale_4_im_3_grey.png,aluminium_foil
171.9222412109375,125.93229574372721,15858.943111285575,6125.3899714980535,0.02953258549903004,0.012706823233245864,0.24550318603600366,58.48268416163012,0.0001614762013314188,10.294456445587327,15-scale_4_im_4_grey.png,aluminium_foil
144.5047607421875,111.93277320374686,12528.945717081431,4743.790394109187,0.03159017501769588,0.01288674550054735,0.2998071281297521,50.21001531399795,0.00016608159094351705,10.051061591740439,15-scale_4_im_5_grey.png,aluminium_foil
155.777099609375,111.37282928311213,12403.907102525238,5217.215633070528,0.02767361529930238,0.012810415867485344,0.22523997188537542,53.050491898150334,0.00016411659539182312,10.094950093863469,15-scale_4_im_6_grey.png,aluminium_foil
179.13916015625,126.15503581390927,15915.09306120873,6057.756033084725,0.028738614395330507,0.012567620205892098,0.24944284110699386,58.927933673471614,0.00015796442974884048,10.33859135678543,15-scale_4_im_7_grey.png,aluminium_foil
207.8809814453125,138.55865688779065,19198.50139854849,8188.729026911976,0.024970674702101004,0.012623664303571666,0.1869484359348827,70.03325577916615,0.0001593870138655299,10.523767534070467,15-scale_4_im_8_grey.png,aluminium_foil
145.663330078125,111.83376262094313,12506.790461957458,5463.125143691921,0.03522401350720788,0.013330538075887133,0.3077296753311337,53.39384920635138,0.00017774361792998646,10.11210124085649,15-scale_4_im_9_grey.png,aluminium_foil
237.4808349609375,131.9410529979103,17408.44146619738,8414.977763212013,0.020211907589031304,0.012483215497843142,0.10421749507477615,72.43351796737471,0.00015596037710225683,10.585931657776532,15-scale_5_im_1_grey.png,aluminium_foil
174.9769287109375,128.41788510668684,16491.153215274222,7347.63909163226,0.026294857766511616,0.012421739076176707,0.19915199394838604,65.14623488284467,0.00015430712152355685,10.401541727162378,15-scale_5_im_2_grey.png,aluminium_foil
170.1549072265625,118.26360653310047,13986.280630216006,5574.829584553909,0.02823533687360005,0.012735666744920916,0.24868365612311838,55.33012782659583,0.00016222246286646717,10.184770743318134,15-scale_5_im_3_grey.png,aluminium_foil
